Year,Name,Rank,Country,Region,DOB,Gender,Self Made,Generation,Industry,Industry Aggregator,Company,Company Info,Company Acquired,Net Worth US Billion,Count
2008,Suh Kyung-Bae,1062.0,South Korea,East Asia,1963,male,inherited,inherited from father,Consumer,Traded Sectors,AmorePacific,inherited,new,1.0,1
2008,Donald Marron,1062.0,United States,North America,1935,male,Unknown,Unknown,Private equity/leveraged buyout,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Marvin Oates,1062.0,United States,North America,1924,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Yasuhiro Fukushima,1062.0,Japan,East Asia,1948,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Richard Manoogian,1062.0,United States,North America,1937,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Igor Kim,1062.0,Russia,Europe,1966,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Maria Noseda Zambra,1062.0,Chile,Latin America,Unknown,female,Unknown,Unknown,Diversified financial,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Gordon Wu,1062.0,Hong Kong,East Asia,1935,male,self-made,Unknown,Real Estate,Financial,Hopewell Holdings,self-made finance,new,1.0,1
2008,Rahul Bajaj,1062.0,India,South Asia,1939,male,inherited,Third generation,Consumer,Traded Sectors,Bajaj Group,inherited,new,1.0,1
2008,Lily Safra,1062.0,Brazil,Latin America,1938,female,inherited,spouse or widow,Other,other,Banco Safra (now Saftra Group),inherited,new,1.0,1
2008,Vuslat Dogan Sabanci,1062.0,Turkey,Middle East/North Africa,1971,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,William Ding,1062.0,China,East Asia,1971,male,self-made,Unknown,Technology-Computer,New Sectors,NetEase,founder non-finance,new,1.0,1
2008,Sergei Generalov,1062.0,Russia,Europe,1964,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Gerd Brachmann,1062.0,Germany,Europe,Unknown,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Richard Farmer,1062.0,United States,North America,1935,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Cintas Corporation,founder non-finance,new,1.0,1
2008,Liu Hanyuan,1062.0,China,East Asia,1964,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Vitaly Malkin,1062.0,Russia,Europe,1953,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Georgy Krasnyansky,1062.0,Russia,Europe,1956,male,Unknown,Unknown,Mining and metals,Resource Related,Unknown,Unknown,Unknown,1.0,1
2008,Stephen Feinberg,1062.0,United States,North America,1960,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Yalcin Sabanci,1062.0,Turkey,Middle East/North Africa,1944,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Stephen Karp,1062.0,United States,North America,1941,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Rakesh Jhunjhunwala,1062.0,India,South Asia,1961,male,self-made,Unknown,Money Management,Financial,Lupin,self-made finance,new,1.0,1
2008,Jurgen Friedrich,1062.0,Germany,Europe,1939,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Stephen Mandel,1062.0,United States,North America,1956,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Elizabeth Ann Hall Reid,1062.0,United States,North America,1923,female,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Senapathy Gopalakrishnan,1062.0,India,South Asia,1956,male,self-made,Unknown,Technology-Computer,New Sectors,Infosys,founder non-finance,new,1.0,1
2008,Sun Guangxin,1062.0,China,East Asia,1962,male,self-made,Unknown,Money Management,Financial,Xinjiang Guanghui Industry Investment Group,self-made finance,new,1.0,1
2008,Hanzade Dogan Boyner,1062.0,Turkey,Middle East/North Africa,1972,male,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Zong Qinghou,1062.0,China,East Asia,1946,male,self-made,Unknown,Consumer,Traded Sectors,Hangzhou Wahaha Group,founder non-finance,new,1.0,1
2008,Peter Lim,1062.0,Singapore,East Asia,1954,male,self-made,Unknown,Money Management,Financial,Wilmar International,self-made finance,new,1.0,1
2008,Vadim Moshkovich,1062.0,Russia,Europe,1968,male,self-made,Unknown,Consumer,Traded Sectors,Rusagro,privatized and resources,new,1.0,1
2008,Friedhelm Loh,1062.0,Germany,Europe,1947,male,inherited,inherited from father,Non-consumer industrial,Traded Sectors,Loh Group,inherited,new,1.0,1
2008,Geng Jianming,1062.0,China,East Asia,1963,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Theodore Forstmann,1062.0,United States,North America,1940,male,Unknown,Unknown,Private equity/leveraged buyout,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Boguslaw Cupial,1062.0,Poland,Europe,1957,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Deniz Sahenk,1062.0,Turkey,Middle East/North Africa,1946,female,inherited,spouse or widow,Money Management,Financial,Dogus Holding,inherited,new,1.0,1
2008,Lee Ainslie III,1062.0,United States,North America,1964,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Joanne Rowling,1062.0,United Kingdom,Europe,1966,female,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Jorgen Philip-Sorensen,1062.0,Sweden,Europe,1939,male,Unknown,Unknown,Diversified financial,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Jeffrey Gendell,1062.0,United States,North America,1959,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Bulat Utemuratov,1062.0,Kazakhstan,South Asia,1958,male,self-made,Unknown,Mining and metals,Resource Related,ATF Bank,privatized and resources,new,1.0,1
2008,John Manning,1062.0,United States,North America,1948,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Roger Milliken,1062.0,United States,North America,1916,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Lynne Pasculano,1062.0,United States,North America,1942,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Minoru Mori,1062.0,Japan,East Asia,1935,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Dietmar Hopp,1062.0,Germany,Europe,1941,male,self-made,Unknown,Technology-Computer,New Sectors,SAP AG,founder non-finance,new,1.0,1
2008,Lowell Milken,1062.0,United States,North America,1949,male,Unknown,Unknown,Other,other,Unknown,Unknown,Unknown,1.0,1
2008,Arzuhan Dogan Yalcindag,1062.0,Turkey,Middle East/North Africa,Unknown,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Begumhan Dogan Faralyali,1062.0,Turkey,Middle East/North Africa,1977,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Sema Isil Dogan,1062.0,Turkey,Middle East/North Africa,1945,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Edward Watkins,1062.0,United States,North America,1936,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2008,Mahdi Al-Tajir,1062.0,United Arab Emirates,Middle East/North Africa,1933,male,Unknown,Unknown,Diversified financial,Financial,Unknown,Unknown,Unknown,1.0,1
2008,Lowry Mays,1062.0,United States,North America,1936,male,self-made,Unknown,Media,Non-Traded Sectors,Clear Channel Communications,founder non-finance,new,1.0,1
2012,Huang Hongyun,1075.0,China,East Asia,1967,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Xiang Wenbo,1075.0,China,East Asia,1963,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Ashwin Dani,1075.0,India,South Asia,1943,male,inherited,inherited from father,Consumer,Traded Sectors,Asian Paints,inherited,new,1.1,1
2012,Kevin Plank,1075.0,United States,North America,1973,male,self-made,Unknown,Consumer,Traded Sectors,Under Armour,founder non-finance,new,1.1,1
2012,Nihat Ozdemir,1075.0,Turkey,Middle East/North Africa,1951,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Larry Yung,1075.0,China,East Asia,1942,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Zhang Zhixiang,1075.0,China,East Asia,1967,male,Unknown,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,1.1,1
2012,Aydin Dogan,1075.0,Turkey,Middle East/North Africa,1935,male,self-made,Unknown,Media,Non-Traded Sectors,Dogan Holding,founder non-finance,new,1.1,1
2012,David Sainsbury,1075.0,United Kingdom,Europe,1941,male,inherited,Fourth generation,"Retail, Restaurant",Non-Traded Sectors,Sainsbury's,inherited,new,1.1,1
2012,Thomas Barrack,1075.0,United States,North America,1948,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Patrick Ryan,1075.0,United States,North America,1938,male,self-made,Unknown,Hedge funds,Financial,Aon Corporation,self-made finance,new,1.1,1
2012,Chen Tianqiao,1075.0,China,East Asia,1973,male,self-made,Unknown,Media,Non-Traded Sectors,Shanda Interactive Entertainment,founder non-finance,new,1.1,1
2012,William Macaulay,1075.0,United States,North America,1946,male,self-made,Unknown,Energy,Resource Related,First Reserve Corporation,privatized and resources,new,1.1,1
2012,Darwin Deason,1075.0,United States,North America,1941,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Affiliated Computer Services,founder non-finance,new,1.1,1
2012,Bacaksiz Sezai,1075.0,Turkey,Middle East/North Africa,1950,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Rakesh Jhunjhunwala,1075.0,India,South Asia,1961,male,self-made,Unknown,Money Management,Financial,Lupin,self-made finance,new,1.1,1
2012,Wang Wenxue,1075.0,China,East Asia,1968,male,self-made,Unknown,Real Estate,Financial,China Fortune Land Development,self-made finance,new,1.1,1
2012,Li Tan,1075.0,China,East Asia,1965,male,Unknown,Unknown,Technology-Medical,New Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Mehmet Sinan Tara,1075.0,Turkey,Middle East/North Africa,1959,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Enka insaat ve Sanayi,inherited,new,1.1,1
2012,Fang Wei,1075.0,China,East Asia,1974,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Fangda International Industrial Investment?,privatized and resources,new,1.1,1
2012,He Qiaonu,1075.0,China,East Asia,1966,female,self-made,Unknown,Constrution,Non-Traded Sectors,Beijing Orient Landscape,founder non-finance,new,1.1,1
2012,Geng Jianming,1075.0,China,East Asia,1963,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Lin Xiucheng,1075.0,China,East Asia,1956,male,self-made,Unknown,Technology-Computer,New Sectors,San'an Electronics,executive,new,1.1,1
2012,Alexander Spanos,1075.0,United States,North America,1924,male,self-made,Unknown,Real Estate,Financial,A. G. Spanos Companies,self-made finance,new,1.1,1
2012,John Henry,1075.0,United States,North America,1950,male,self-made,Unknown,Money Management,Financial,John W. Henry & Company,founder non-finance,new,1.1,1
2012,Jeffrey Lurie,1075.0,United States,North America,1952,male,Unknown,Unknown,Other,other,Unknown,Unknown,Unknown,1.1,1
2012,Richard Chilton,1075.0,United States,North America,1958,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Meng Qingshan,1075.0,China,East Asia,1949,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Mohammed Ibrahim,1075.0,United Kingdom,Europe,1947,male,self-made,Unknown,Media,Non-Traded Sectors,Celtel,founder non-finance,new,1.1,1
2012,Faruk Eczacibasi,1075.0,Turkey,Middle East/North Africa,1954,male,inherited,inherited from father,Technology-Medical,New Sectors,Eczacibasi Holding,inherited,new,1.1,1
2012,Mao Zhongwu,1075.0,China,East Asia,1963,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Huang Shaowu,1075.0,China,East Asia,1971,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Shenzhen Aisidi,founder non-finance,new,1.1,1
2012,Philip Falcone,1075.0,United States,North America,1963,male,self-made,Unknown,Hedge funds,Financial,Harbinger Capital,self-made finance,new,1.1,1
2012,Koo Bon-Neung,1075.0,South Korea,East Asia,1950,male,inherited,inherited from father,Technology-Computer,New Sectors,LG Group,inherited,new,1.1,1
2012,Richard Hayne,1075.0,United States,North America,1948,male,self-made,Unknown,Consumer,Traded Sectors,Urban Outfitters,founder non-finance,new,1.1,1
2012,Benu Gopal Bangur,1075.0,India,South Asia,1932,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Shree Cement,inherited,new,1.1,1
2012,Michael Krasny,1075.0,United States,North America,1954,male,self-made,Unknown,Technology-Computer,New Sectors,CDW Corporation,founder non-finance,new,1.1,1
2012,Yusaku Maezawa,1075.0,Japan,East Asia,1976,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Zozotown,founder non-finance,new,1.1,1
2012,Hajime Satomi,1075.0,Japan,East Asia,1942,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Sammy Corporation,founder non-finance,new,1.1,1
2012,Albert Yeung,1075.0,Hong Kong,East Asia,1944,male,self-made,Unknown,Money Management,Financial,Emperor Group,self-made finance,new,1.1,1
2012,Tom Benson,1075.0,United States,North America,1928,male,self-made,Unknown,Other,other,Benson Financial,founder non-finance,new,1.1,1
2012,Michael Chiang,1075.0,Taiwan,East Asia,1953,male,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.1,1
2012,William Moncrief,1075.0,United States,North America,1921,male,Unknown,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,1.1,1
2012,Oleg Boyko,1075.0,Russia,Europe,1965,male,self-made,Unknown,Media,Non-Traded Sectors,Finstar Financial Group,founder non-finance,new,1.1,1
2012,Bernard Saul,1075.0,United States,North America,1933,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Nelson Peltz,1075.0,United States,North America,1943,male,self-made,Unknown,Money Management,Financial,Trian Fund Management,self-made finance,new,1.1,1
2012,Elisabeth Badinter,1075.0,France,Europe,1944,female,inherited,inherited from father,Media,Non-Traded Sectors,Publicis Groupe,inherited,new,1.1,1
2012,Jose Maria Aristrain,1075.0,Spain,Europe,1963,male,inherited,inherited from father,Energy,Resource Related,Arcelor,inherited,new,1.1,1
2012,Majid Al Futtaim,1075.0,United Arab Emirates,Middle East/North Africa,Unknown,male,self-made,Unknown,Real Estate,Financial,Majid Al Futtaim,self-made finance,new,1.1,1
2012,Kenneth Adams,1075.0,United States,North America,1923,male,Unknown,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,1.1,1
2012,Chase Coleman,1075.0,United States,North America,1976,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Thomas Bailey,1075.0,United States,North America,1937,male,self-made,Unknown,Money Management,Financial,Janus Capital Group,self-made finance,new,1.1,1
2012,Emilio Botin,1075.0,Spain,Europe,1935,male,inherited,inherited from father,Money Management,Financial,Grupo Santander,inherited,new,1.1,1
2012,Aubrey McClendon,1075.0,United States,North America,1959,female,Unknown,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,1.1,1
2012,Dan Snyder,1075.0,United States,North America,1965,male,self-made,Unknown,Other,other,Snyder Communications,founder non-finance,new,1.1,1
2012,Jim Breyer,1075.0,United States,North America,1962,male,self-made,Unknown,Venture Capital,Financial,Breyer Capital,founder non-finance,new,1.1,1
2012,Valentin Gapontsev,1075.0,Russia,Europe,1939,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Elena Baturina,1075.0,Russia,Europe,1963,female,self-made,Unknown,Constrution,Non-Traded Sectors,Inteco,privatized and resources,new,1.1,1
2012,David Einhorn,1075.0,United States,North America,1969,male,self-made,Unknown,Hedge funds,Financial,Greenlight Capital,self-made finance,new,1.1,1
2012,Roger Penske,1075.0,United States,North America,1937,male,self-made,Unknown,Consumer,Traded Sectors,Penske Racing,founder non-finance,new,1.1,1
2012,Yusuf Hamied,1075.0,India,South Asia,1937,male,inherited,inherited from father,Technology-Medical,New Sectors,Cipla,inherited,new,1.1,1
2012,Alexander Lebedev,1075.0,Russia,Europe,1960,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Lin Congying,1075.0,Hong Kong,East Asia,1961,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Carl Berg,1075.0,United States,North America,1938,male,self-made,Unknown,Real Estate,Financial,Berg and Berg,self-made finance,aquired,1.1,1
2012,Ye Chenghai,1075.0,Hong Kong,East Asia,1944,male,self-made,Unknown,Technology-Medical,New Sectors,Shenzhen Salubris Pharmaceuticals,executive,new,1.1,1
2012,Lia Maria Aguiar,1075.0,Brazil,Latin America,1938,female,inherited,inherited from father,Money Management,Financial,Bradesco,inherited,new,1.1,1
2012,Antonio Jose Carneiro,1075.0,Brazil,Latin America,1944,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,Solomon Lew,1075.0,Australia,North America,1945,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Premier Investments,executive,new,1.1,1
2012,Eric Sprott,1075.0,Canada,North America,1945,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.1,1
2012,Thomas Sandell,1075.0,Sweden,Europe,1961,male,self-made,Unknown,Hedge funds,Financial,Sandell Asset Management Corp,self-made finance,new,1.1,1
2012,Huang Maoru,1075.0,Belize,Latin America,1963,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.1,1
2012,James Leininger,1075.0,United States,North America,1946,male,self-made,Unknown,Technology-Medical,New Sectors,Kinetic Concepts (KCI),founder non-finance,new,1.1,1
2012,Theodore Rachmat,1075.0,Indonesia,East Asia,1944,male,self-made,Unknown,Mining and metals,Resource Related,Triputra Group,self-made finance,new,1.1,1
2012,Andrea Della Valle,1075.0,Italy,Europe,1966,male,self-made,Unknown,Consumer,Traded Sectors,Tod's,executive,new,1.1,1
2012,Allan Wong,1075.0,Hong Kong,East Asia,1950,male,self-made,Unknown,Technology-Computer,New Sectors,VTech Holding,founder non-finance,new,1.1,1
2012,Cho Tak Wong,1075.0,Hong Kong,East Asia,1946,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Fuyao Glass Industry Group,executive,new,1.1,1
2014,Domenico Dolce,1078.0,Italy,Europe,1959,male,self-made,Unknown,Consumer,Traded Sectors,Dolce & Gabbana,founder non-finance,new,1.65,1
2014,Stefano Gabbana,1078.0,Italy,Europe,1963,male,self-made,Unknown,Consumer,Traded Sectors,Dolce & Gabbana,founder non-finance,new,1.65,1
2014,August Oetker,1078.0,Germany,Europe,1945,male,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Richard Oetker,1078.0,Germany,Europe,1951,male,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Edgar de Picciotto,1078.0,Switzerland,Europe,1930,male,self-made,Unknown,Money Management,Financial,Union Bancaire Privee,self-made finance,new,1.65,1
2014,Alfred Oetker,1078.0,Germany,Europe,1967,male,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Hoang Kieu,1078.0,United States,North America,1945,male,self-made,Unknown,Technology-Medical,New Sectors,RAAS,founder non-finance,new,1.65,1
2014,Bergit Douglas,1078.0,Germany,Europe,1947,female,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Carl Ferdinand Oetker,1078.0,Germany,Europe,1973,male,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Julia Oetker,1078.0,Germany,Europe,1979,female,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Vladimir Kim,1078.0,Kazakhstan,South Asia,1961,male,self-made,Unknown,Mining and metals,Resource Related,Kazkhmys,privatized and resources,privatization,1.65,1
2014,Rosely Schweizer,1078.0,Germany,Europe,1941,female,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2014,Nelson Peltz,1078.0,United States,North America,1943,male,self-made,Unknown,Money Management,Financial,Trian Fund Management,self-made finance,new,1.65,1
2014,Christian Oetker,1078.0,Germany,Europe,1949,male,inherited,Fourth generation,Consumer,Traded Sectors,Oetker-Gruppe,inherited,new,1.65,1
2013,Wen Yibo,1087.0,China,East Asia,1965,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,The Sound Group,founder non-finance,new,1.36,1
2013,Senapathy Gopalakrishnan,1088.0,India,South Asia,1956,male,self-made,Unknown,Technology-Computer,New Sectors,Infosys,founder non-finance,new,1.35,1
2013,Rosa Brescia Cafferata,1088.0,Peru,Latin America,1927,female,inherited,inherited from father,Mining and metals,Resource Related,Grupo Prescia (now Pandora Group),inherited,new,1.35,1
2013,Fahd Hariri,1088.0,Lebanon,Middle East/North Africa,1981,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Saudi Oger,inherited,aquired,1.35,1
2013,Ingeburg Herz,1088.0,Germany,Europe,1920,female,inherited,spouse or widow,Consumer,Traded Sectors,Maxingvest AG,inherited,new,1.35,1
2013,Andrei Filatov,1088.0,Russia,Europe,1972,male,self-made,Unknown,Real Estate,Financial,N-Trans,self-made finance,new,1.35,1
2013,Konstantin Nikolaev,1088.0,Russia,Europe,1971,male,self-made,Unknown,Real Estate,Financial,N-Trans,self-made finance,new,1.35,1
2013,Andrea Della Valle,1088.0,Italy,Europe,1966,male,self-made,Unknown,Consumer,Traded Sectors,Tod's,executive,new,1.35,1
2013,Alexander Putilov,1088.0,Russia,Europe,1953,male,self-made,Unknown,Energy,Resource Related,Eurasia Drilling Company,privatized and resources,subsidiary,1.35,1
2013,Andrei Bokarev,1088.0,Russia,Europe,1967,male,self-made,Unknown,Energy,Resource Related,CJSC Transmashholding,privatized and resources,new,1.35,1
2013,Sit Kwong Lam,1088.0,China,East Asia,1968,male,self-made,Unknown,Energy,Resource Related,Shenzhen Brightoil Group,privatized and resources,new,1.35,1
2013,Nikita Mishin,1088.0,Russia,Europe,1972,male,self-made,Unknown,Real Estate,Financial,N-Trans,self-made finance,new,1.35,1
2013,Ayman Hariri,1088.0,Lebanon,Middle East/North Africa,1979,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Saudi Oger,inherited,aquired,1.35,1
2013,Sergei Sarkisov,1088.0,Russia,Europe,1960,male,self-made,Unknown,Hedge funds,Financial,RESO-Garantiya,self-made finance,new,1.35,1
2013,Nikolai Sarkisov,1088.0,Russia,Europe,1969,male,self-made,Unknown,Hedge funds,Financial,RESO-Garantiya,self-made finance,new,1.35,1
2013,Ana Maria Brescia Cafferata,1088.0,Peru,Latin America,1925,female,inherited,inherited from father,Mining and metals,Resource Related,Grupo Prescia (now Pandora Group),inherited,new,1.35,1
2013,Shen Wenrong,1088.0,China,East Asia,1946,male,self-made,Unknown,Energy,Resource Related,Shagang Group,privatized and resources,new,1.35,1
2013,Marc Ladreit de Lacharriere,1088.0,France,Europe,1941,male,self-made,Unknown,Money Management,Financial,FIMALAC,self-made finance,new,1.35,1
2013,Geng Jianming,1088.0,China,East Asia,1963,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.35,1
2013,Christopher Goldsbury,1088.0,United States,North America,1943,male,inherited,inherited from father,Consumer,Traded Sectors,Pace Foods,inherited,new,1.35,1
2014,Ray Davis,1092.0,United States,North America,1943,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Energy Transfer Partners,executive,aquired,1.6,1
2014,Julio Bozano,1092.0,Brazil,Latin America,1936,male,self-made,Unknown,Money Management,Financial,Banco Bozano Simonsen,self-made finance,new,1.6,1
2014,Suhon Lin,1092.0,Taiwan,East Asia,1928,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Chang Chun Group,founder non-finance,new,1.6,1
2014,Jon Stryker,1092.0,United States,North America,1959,male,inherited,Third generation,Technology-Medical,New Sectors,Stryker Corporation,inherited,new,1.6,1
2014,James Irsay,1092.0,United States,North America,1960,male,inherited,inherited from father,Other,other,Indianapolis Colts,inherited,aquired,1.6,1
2014,Phillip Ragon,1092.0,United States,North America,1950,male,self-made,Unknown,Technology-Medical,New Sectors,InterSystems,founder non-finance,new,1.6,1
2014,"Jim Justice, II.",1092.0,United States,North America,1952,male,inherited,inherited from father,Mining and metals,Resource Related,Bluestone Industries,inherited,new,1.6,1
2014,Wong Luen Hei,1092.0,China,East Asia,1962,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,China Lesso Group,founder non-finance,new,1.6,1
2014,Wen Jianping,1092.0,China,East Asia,1962,male,self-made,Unknown,Other,other,Beijing Originwater Technology,founder non-finance,new,1.6,1
2014,Mehmet Sinan Tara,1092.0,Turkey,Middle East/North Africa,1959,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Enka insaat ve Sanayi,inherited,new,1.6,1
2014,Gu Wei,1092.0,China,East Asia,1965,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Shenzhen MTC,executive,new,1.6,1
2014,Yuri Gushchin,1092.0,Russia,Europe,1945,male,self-made,Unknown,Consumer,Traded Sectors,Obyedinennye Konditery,privatized and resources,privatization,1.6,1
2014,Karel Komarek,1092.0,Czech Republic,Europe,1970,male,self-made,Unknown,Energy,Resource Related,KKCG Group,privatized and resources,new,1.6,1
2014,Patrick Ryan,1092.0,United States,North America,1938,male,self-made,Unknown,Hedge funds,Financial,Aon Corporation,self-made finance,new,1.6,1
2014,David Einhorn,1092.0,United States,North America,1969,male,self-made,Unknown,Hedge funds,Financial,Greenlight Capital,self-made finance,new,1.6,1
2014,Scott Cook,1092.0,United States,North America,1953,male,self-made,Unknown,Technology-Computer,New Sectors,Intuit,founder non-finance,new,1.6,1
2014,Gary Burrell,1092.0,United States,North America,1938,male,self-made,Unknown,Technology-Computer,New Sectors,Garmin,founder non-finance,new,1.6,1
2014,Cao Kejian,1092.0,China,East Asia,1963,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Zhejiang Kaishan Compressor,privatized and resources,privatization,1.6,1
2014,Tsai Ming-Kai,1092.0,Taiwan,East Asia,1951,male,self-made,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.6,1
2014,Venugopal Dhoot,1092.0,India,South Asia,1952,male,inherited,inherited from father,Technology-Computer,New Sectors,Videocon Electronics,inherited,new,1.6,1
2014,Liang Xinjun,1092.0,China,East Asia,1968,male,self-made,Unknown,Money Management,Financial,Fosun Group,self-made finance,new,1.6,1
